"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2004","United Kingdom","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2004","Iceland","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","Iceland","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","20 329",""
"2004","Iceland","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","Iceland","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","20 703",""
"2004","Iceland","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","20 488",""
"2004","Iceland","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","25 271",""
"2004","Iceland","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","Iceland","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","20 113",""
"2004","Iceland","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","Iceland","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","20 180",""
"2004","Iceland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","20 113",""
"2004","Iceland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","22 838",""
"2004","Norway","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","Norway","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","31 237",""
"2004","Norway","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","Norway","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","20 385",""
"2004","Norway","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","26 085",""
"2004","Norway","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","29 580",""
"2004","Norway","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","Norway","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","27 237",""
"2004","Norway","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","Norway","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","18 221",""
"2004","Norway","Euro","Median equivalised net income","Foreign country","Total","18 years or over","23 792",""
"2004","Norway","Euro","Median equivalised net income","Reporting country","Total","18 years or over","26 810",""
"2004","Switzerland","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","Switzerland","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2004","Switzerland","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","Switzerland","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2004","Switzerland","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2004","Switzerland","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2004","Switzerland","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","Switzerland","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2004","Switzerland","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","Switzerland","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2004","Switzerland","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2004","Switzerland","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2004","North Macedonia","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2004","Serbia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","Serbia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2004","Serbia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","Serbia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2004","Serbia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2004","Serbia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2004","Serbia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","Serbia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2004","Serbia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","Serbia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2004","Serbia","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2004","Serbia","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2004","Turkey","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","Turkey","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2004","Turkey","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","Turkey","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2004","Turkey","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2004","Turkey","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2004","Turkey","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2004","Turkey","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2004","Turkey","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2004","Turkey","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2004","Turkey","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2004","Turkey","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2005","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013)","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2005","European Union - 28 countries","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2005","European Union - 27 countries (2007-2013)","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","European Union - 27 countries (2007-2013)","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","17 838","u"
"2005","European Union - 27 countries (2007-2013)","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","European Union - 27 countries (2007-2013)","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","13 997","e"
"2005","European Union - 27 countries (2007-2013)","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","15 329","e"
"2005","European Union - 27 countries (2007-2013)","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","14 851","e"
"2005","European Union - 27 countries (2007-2013)","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","European Union - 27 countries (2007-2013)","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","15 204","u"
"2005","European Union - 27 countries (2007-2013)","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","European Union - 27 countries (2007-2013)","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","11 502","e"
"2005","European Union - 27 countries (2007-2013)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12 675","e"
"2005","European Union - 27 countries (2007-2013)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","12 991","e"
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2005","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2005","Euro area (19 countries)","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Euro area (19 countries)","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","17 266","e"
"2005","Euro area (19 countries)","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Euro area (19 countries)","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","11 742","e"
"2005","Euro area (19 countries)","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","13 769","e"
"2005","Euro area (19 countries)","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","16 552",""
"2005","Euro area (19 countries)","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Euro area (19 countries)","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","14 570","e"
"2005","Euro area (19 countries)","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Euro area (19 countries)","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","9 698","e"
"2005","Euro area (19 countries)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","11 396","e"
"2005","Euro area (19 countries)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","14 635",""
"2005","Euro area (18 countries)","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Euro area (18 countries)","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","17 285","e"
"2005","Euro area (18 countries)","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Euro area (18 countries)","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","11 775","e"
"2005","Euro area (18 countries)","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","13 800","e"
"2005","Euro area (18 countries)","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","16 700",""
"2005","Euro area (18 countries)","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Euro area (18 countries)","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","14 586","e"
"2005","Euro area (18 countries)","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Euro area (18 countries)","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","9 726","e"
"2005","Euro area (18 countries)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","11 422","e"
"2005","Euro area (18 countries)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","14 769",""
"2005","Belgium","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Belgium","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","21 172",""
"2005","Belgium","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Belgium","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","32 519",""
"2005","Belgium","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","25 114",""
"2005","Belgium","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","18 376",""
"2005","Belgium","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Belgium","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","15 857",""
"2005","Belgium","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Belgium","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","10 200",""
"2005","Belgium","Euro","Median equivalised net income","Foreign country","Total","18 years or over","13 578",""
"2005","Belgium","Euro","Median equivalised net income","Reporting country","Total","18 years or over","17 000",""
"2005","Bulgaria","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Bulgaria","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2005","Bulgaria","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Bulgaria","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2005","Bulgaria","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":",""
"2005","Bulgaria","Euro","Mean equivalised net income","Reporting country","Total","18 years or over",":",""
"2005","Bulgaria","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Bulgaria","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2005","Bulgaria","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Bulgaria","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2005","Bulgaria","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":",""
"2005","Bulgaria","Euro","Median equivalised net income","Reporting country","Total","18 years or over",":",""
"2005","Czechia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Czechia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","8 051","u"
"2005","Czechia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Czechia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","3 338",""
"2005","Czechia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","5 032",""
"2005","Czechia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","4 949",""
"2005","Czechia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Czechia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","4 672","u"
"2005","Czechia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Czechia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","3 244",""
"2005","Czechia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","3 813",""
"2005","Czechia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4 330",""
"2005","Denmark","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Denmark","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","21 955",""
"2005","Denmark","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Denmark","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","19 219",""
"2005","Denmark","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","20 084",""
"2005","Denmark","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","23 708",""
"2005","Denmark","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Denmark","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","21 667",""
"2005","Denmark","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Denmark","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","17 585",""
"2005","Denmark","Euro","Median equivalised net income","Foreign country","Total","18 years or over","18 921",""
"2005","Denmark","Euro","Median equivalised net income","Reporting country","Total","18 years or over","22 322",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","19 175",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","15 615",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","17 461",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","18 697",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","15 663",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","12 702",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","14 186",""
"2005","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16 875",""
"2005","Estonia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Estonia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","3 059","u"
"2005","Estonia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Estonia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","3 018",""
"2005","Estonia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","3 018",""
"2005","Estonia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","3 791",""
"2005","Estonia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Estonia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","2 178","u"
"2005","Estonia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Estonia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","2 642",""
"2005","Estonia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","2 625",""
"2005","Estonia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","3 119",""
"2005","Ireland","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Ireland","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","21 586",""
"2005","Ireland","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Ireland","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","19 456",""
"2005","Ireland","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","20 974",""
"2005","Ireland","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","22 566",""
"2005","Ireland","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Ireland","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","20 659",""
"2005","Ireland","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Ireland","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","16 809",""
"2005","Ireland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","19 870",""
"2005","Ireland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19 543",""
"2005","Greece","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Greece","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","10 717",""
"2005","Greece","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Greece","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","8 622",""
"2005","Greece","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","9 095",""
"2005","Greece","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","11 217",""
"2005","Greece","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Greece","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","8 000",""
"2005","Greece","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Greece","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","7 110",""
"2005","Greece","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7 365",""
"2005","Greece","Euro","Median equivalised net income","Reporting country","Total","18 years or over","9 505",""
"2005","Spain","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Spain","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over","12 528",""
"2005","Spain","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Spain","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","9 164",""
"2005","Spain","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","10 138",""
"2005","Spain","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","12 411",""
"2005","Spain","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":",""
"2005","Spain","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over","11 348",""
"2005","Spain","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":",""
"2005","Spain","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over","8 760",""
"2005","Spain","Euro","Median equivalised net income","Foreign country","Total","18 years or over","9 600",""
"2005","Spain","Euro","Median equivalised net income","Reporting country","Total","18 years or over","10 800",""
