"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2014","Denmark","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Denmark","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","20 314",""
"2014","Denmark","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Denmark","Euro","Median equivalised net income","Foreign country","Total","18 years or over","22 420",""
"2014","Denmark","Euro","Median equivalised net income","Reporting country","Total","18 years or over","28 061",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","22 905",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","17 952",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","20 802",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","22 761",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","19 922",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","15 858",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","17 558",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19 984",""
"2014","Estonia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","7 451","bu"
"2014","Estonia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Estonia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","6 712","b"
"2014","Estonia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Estonia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","6 728","b"
"2014","Estonia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","9 090","b"
"2014","Estonia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","5 951","bu"
"2014","Estonia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Estonia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","5 443","b"
"2014","Estonia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Estonia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5 465","b"
"2014","Estonia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7 436","b"
"2014","Ireland","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","21 734",""
"2014","Ireland","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Ireland","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","19 606",""
"2014","Ireland","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Ireland","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","21 341",""
"2014","Ireland","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","24 640",""
"2014","Ireland","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","18 945",""
"2014","Ireland","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Ireland","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","14 383",""
"2014","Ireland","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Ireland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","18 365",""
"2014","Ireland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","20 966",""
"2014","Greece","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","10 039",""
"2014","Greece","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Greece","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","5 297",""
"2014","Greece","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Greece","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","6 031",""
"2014","Greece","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","9 117",""
"2014","Greece","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","6 400",""
"2014","Greece","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Greece","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","4 423",""
"2014","Greece","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Greece","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4 827",""
"2014","Greece","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7 993",""
"2014","Spain","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","11 496",""
"2014","Spain","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Spain","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","8 826",""
"2014","Spain","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Spain","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","9 801",""
"2014","Spain","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","16 274",""
"2014","Spain","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","10 128",""
"2014","Spain","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Spain","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","7 438",""
"2014","Spain","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Spain","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8 346",""
"2014","Spain","Euro","Median equivalised net income","Reporting country","Total","18 years or over","14 143",""
"2014","France","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","22 961",""
"2014","France","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","France","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","15 989",""
"2014","France","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","France","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","18 877",""
"2014","France","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","25 739",""
"2014","France","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","18 004",""
"2014","France","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","France","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","13 763",""
"2014","France","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","France","Euro","Median equivalised net income","Foreign country","Total","18 years or over","15 390",""
"2014","France","Euro","Median equivalised net income","Reporting country","Total","18 years or over","21 944",""
"2014","Croatia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2014","Croatia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Croatia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","5 054","u"
"2014","Croatia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Croatia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","5 935",""
"2014","Croatia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","5 917",""
"2014","Croatia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2014","Croatia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Croatia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","4 697","u"
"2014","Croatia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Croatia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5 277",""
"2014","Croatia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5 332",""
"2014","Italy","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","13 782",""
"2014","Italy","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Italy","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","11 841",""
"2014","Italy","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Italy","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","12 451",""
"2014","Italy","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","18 822",""
"2014","Italy","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","12 294",""
"2014","Italy","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Italy","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","11 432",""
"2014","Italy","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Italy","Euro","Median equivalised net income","Foreign country","Total","18 years or over","11 506",""
"2014","Italy","Euro","Median equivalised net income","Reporting country","Total","18 years or over","16 619",""
"2014","Cyprus","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","15 592",""
"2014","Cyprus","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Cyprus","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","15 126",""
"2014","Cyprus","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Cyprus","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","15 427",""
"2014","Cyprus","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","19 555",""
"2014","Cyprus","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","12 370",""
"2014","Cyprus","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Cyprus","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","10 769",""
"2014","Cyprus","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Cyprus","Euro","Median equivalised net income","Foreign country","Total","18 years or over","11 853",""
"2014","Cyprus","Euro","Median equivalised net income","Reporting country","Total","18 years or over","15 195",""
"2014","Latvia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","8 777","u"
"2014","Latvia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Latvia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","5 478",""
"2014","Latvia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Latvia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","5 515",""
"2014","Latvia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","6 521",""
"2014","Latvia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","8 832","u"
"2014","Latvia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Latvia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","4 605",""
"2014","Latvia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Latvia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4 628",""
"2014","Latvia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5 344",""
"2014","Lithuania","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2014","Lithuania","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Lithuania","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","5 810",""
"2014","Lithuania","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Lithuania","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","5 698",""
"2014","Lithuania","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","6 048",""
"2014","Lithuania","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2014","Lithuania","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Lithuania","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","5 206",""
"2014","Lithuania","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Lithuania","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5 206",""
"2014","Lithuania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4 893",""
"2014","Luxembourg","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","35 354",""
"2014","Luxembourg","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Luxembourg","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","30 100",""
"2014","Luxembourg","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Luxembourg","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","34 559",""
"2014","Luxembourg","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","43 469",""
"2014","Luxembourg","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","30 222",""
"2014","Luxembourg","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Luxembourg","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","23 707",""
"2014","Luxembourg","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Luxembourg","Euro","Median equivalised net income","Foreign country","Total","18 years or over","29 171",""
"2014","Luxembourg","Euro","Median equivalised net income","Reporting country","Total","18 years or over","39 861",""
"2014","Hungary","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","5 384","u"
"2014","Hungary","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Hungary","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2014","Hungary","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Hungary","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","5 149",""
"2014","Hungary","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","5 267",""
"2014","Hungary","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","4 790","u"
"2014","Hungary","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Hungary","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2014","Hungary","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Hungary","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4 206",""
"2014","Hungary","Euro","Median equivalised net income","Reporting country","Total","18 years or over","4 633",""
"2014","Malta","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","17 419",""
"2014","Malta","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Malta","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","12 328",""
"2014","Malta","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Malta","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","15 825",""
"2014","Malta","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","14 568",""
"2014","Malta","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","13 753",""
"2014","Malta","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Malta","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","11 179",""
"2014","Malta","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Malta","Euro","Median equivalised net income","Foreign country","Total","18 years or over","12 787",""
"2014","Malta","Euro","Median equivalised net income","Reporting country","Total","18 years or over","13 015",""
"2014","Netherlands","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","24 748",""
"2014","Netherlands","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Netherlands","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","16 108",""
"2014","Netherlands","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Netherlands","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","20 629",""
"2014","Netherlands","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","23 614",""
"2014","Netherlands","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","21 703",""
"2014","Netherlands","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Netherlands","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","15 459",""
"2014","Netherlands","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Netherlands","Euro","Median equivalised net income","Foreign country","Total","18 years or over","18 469",""
"2014","Netherlands","Euro","Median equivalised net income","Reporting country","Total","18 years or over","21 215",""
"2014","Austria","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","25 857",""
"2014","Austria","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Austria","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","17 655",""
"2014","Austria","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Austria","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","21 113",""
"2014","Austria","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","27 736",""
"2014","Austria","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","20 211",""
"2014","Austria","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Austria","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","16 069",""
"2014","Austria","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Austria","Euro","Median equivalised net income","Foreign country","Total","18 years or over","16 828",""
"2014","Austria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","24 993",""
"2014","Poland","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2014","Poland","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Poland","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","7 590","u"
"2014","Poland","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Poland","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","8 026","u"
"2014","Poland","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","6 256",""
"2014","Poland","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2014","Poland","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Poland","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","4 679","u"
"2014","Poland","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Poland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5 909","u"
"2014","Poland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","5 430",""
"2014","Portugal","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","9 020",""
"2014","Portugal","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Portugal","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","7 222",""
"2014","Portugal","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Portugal","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","7 541",""
"2014","Portugal","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","10 104",""
"2014","Portugal","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","8 480",""
"2014","Portugal","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Portugal","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","6 427",""
"2014","Portugal","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Portugal","Euro","Median equivalised net income","Foreign country","Total","18 years or over","6 600",""
"2014","Portugal","Euro","Median equivalised net income","Reporting country","Total","18 years or over","8 394",""
"2014","Romania","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2014","Romania","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Romania","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2014","Romania","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Romania","Euro","Mean equivalised net income","Foreign country","Total","18 years or over",":","u"
"2014","Romania","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","2 550",""
"2014","Romania","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over",":","u"
"2014","Romania","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Romania","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2014","Romania","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Romania","Euro","Median equivalised net income","Foreign country","Total","18 years or over",":","u"
"2014","Romania","Euro","Median equivalised net income","Reporting country","Total","18 years or over","2 260",""
"2014","Slovenia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","10 554",""
"2014","Slovenia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Slovenia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","8 170",""
"2014","Slovenia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Slovenia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","8 550",""
"2014","Slovenia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","13 048",""
"2014","Slovenia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","10 077",""
"2014","Slovenia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Slovenia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","7 540",""
"2014","Slovenia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Slovenia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7 624",""
"2014","Slovenia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","12 078",""
"2014","Slovakia","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","6 093","u"
"2014","Slovakia","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Slovakia","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2014","Slovakia","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Slovakia","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","10 980","u"
"2014","Slovakia","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","7 668",""
"2014","Slovakia","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","6 045","u"
"2014","Slovakia","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Slovakia","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over",":","u"
"2014","Slovakia","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Slovakia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","7 426","u"
"2014","Slovakia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","6 960",""
"2014","Finland","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","23 347",""
"2014","Finland","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Finland","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","18 540",""
"2014","Finland","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Finland","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","20 647",""
"2014","Finland","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","26 493",""
"2014","Finland","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","23 343",""
"2014","Finland","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Finland","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","15 677",""
"2014","Finland","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Finland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","18 652",""
"2014","Finland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","23 991",""
"2014","Sweden","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","23 820",""
"2014","Sweden","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Sweden","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","17 923",""
"2014","Sweden","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Sweden","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","20 795",""
"2014","Sweden","Euro","Mean equivalised net income","Reporting country","Total","18 years or over","29 045",""
"2014","Sweden","Euro","Median equivalised net income","EU28 countries except reporting country","Total","18 years or over","21 904",""
"2014","Sweden","Euro","Median equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","Sweden","Euro","Median equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","15 526",""
"2014","Sweden","Euro","Median equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","Sweden","Euro","Median equivalised net income","Foreign country","Total","18 years or over","17 424",""
"2014","Sweden","Euro","Median equivalised net income","Reporting country","Total","18 years or over","26 836",""
"2014","United Kingdom","Euro","Mean equivalised net income","EU28 countries except reporting country","Total","18 years or over","23 425",""
"2014","United Kingdom","Euro","Mean equivalised net income","EU27 countries except reporting country","Total","18 years or over",":",""
"2014","United Kingdom","Euro","Mean equivalised net income","Non-EU28 countries nor reporting country","Total","18 years or over","25 739",""
"2014","United Kingdom","Euro","Mean equivalised net income","Non-EU27 countries nor reporting country","Total","18 years or over",":",""
"2014","United Kingdom","Euro","Mean equivalised net income","Foreign country","Total","18 years or over","24 364",""
